0.734375	-1339.52
1.10156	-1338.06
1.46875	-1336.24
2.20312	-1330.66
2.9375	-1323.29
3.67188	-1313.55
4.40625	-1302.08
5.14062	-1288.45
5.875	-1273.16
6.60938	-1255.99
7.34375	-1237.08
8.07812	-1216.65
8.8125	-1194.8
9.54688	-1171.52
10.2812	-1146.95
11.0156	-1121.24
11.75	-1094.41
12.4844	-1066.73
13.2188	-1038.22
13.9531	-1009.05
14.6875	-979.033
15.4219	-948.902
16.1562	-918.15
16.8906	-887.086
17.625	-855.717
18.3594	-824.284
19.0938	-792.792
19.8281	-761.376
20.5625	-730.059
21.2969	-698.797
22.0312	-667.789
22.7656	-637.188
23.5	-606.765
24.2344	-576.9
24.9688	-547.43
25.7031	-518.413
26.4375	-490.008
27.1719	-462.056
27.9062	-434.832
28.6406	-408.194
29.375	-382.258
30.1094	-357.005
30.8438	-332.525
31.5781	-308.783
32.3125	-285.789
33.0469	-263.619
33.7812	-242.365
34.5156	-221.847
35.25	-202.255
35.9844	-183.519
36.7188	-165.643
37.4531	-148.719
38.1875	-132.684
38.9219	-117.489
39.6562	-103.318
40.3906	-90.0075
41.125	-77.6792
41.8594	-66.3143
42.5938	-55.8893
43.3281	-46.3392
44.0625	-37.8006
44.7969	-30.1701
45.5312	-23.5281
46.2656	-17.8385
